cache-misses_1s,branch-misses_1s,branch-load-misses_1s,L1-dcache-stores_1s,dTLB-stores_1s,cache-misses_2s,branch-misses_2s,branch-load-misses_2s,L1-dcache-stores_2s,dTLB-stores_2s,cache-misses_3s,branch-misses_3s,branch-load-misses_3s,L1-dcache-stores_3s,dTLB-stores_3s,cache-misses_4s,branch-misses_4s,branch-load-misses_4s,L1-dcache-stores_4s,dTLB-stores_4s,cache-misses_5s,branch-misses_5s,branch-load-misses_5s,L1-dcache-stores_5s,dTLB-stores_5s,label
38382626,14710496,13908087,938533548,913233058,11601618,3999457,4127800,193560770,186377075,570864,98886,98886,1359496,1611371,6429184,3694008,3476763,87358744,93217770,729307,146703,146703,1844425,1705292,8
51327074,16777407,16468198,968993556,933673110,12118994,3920330,4458094,208330070,201644366,717701,130248,129044,1466808,1766442,5022026,2864740,2573084,94913586,89978485,487214,96470,97331,1277474,1074457,8
42224340,15620138,15653467,860168298,967118831,10522040,4742813,4901317,185043936,221926825,504007,108139,109719,1308192,1748551,4326552,1653462,1472655,84286212,104305837,916176,199120,193550,2703308,2339145,8
41790351,15622072,16333183,916796799,990868312,10044656,4462168,4286427,158652721,246251432,710943,136405,128621,1864860,1381097,4025014,1478083,1790281,107412749,87652570,477290,99405,101045,1077580,1424041,8
39049563,13961122,13981811,872215768,865087551,15855386,6203265,6249058,281820662,313488763,747498,150692,153431,1982360,1712416,6235129,3725024,3645393,80494043,96590720,545849,109538,107836,1248794,1105575,8
41863242,16118674,16140870,875446994,920859890,11186572,5059878,4901098,236644449,260953803,476268,104937,103096,1504074,1125819,4667387,2494305,2236219,90209521,100610381,845210,201519,208785,2448057,2502203,8
38873282,16097149,15536486,956472313,946486727,12980824,4429988,4362802,196969710,190845843,506654,78120,79184,1399225,865006,5890358,1950164,1726064,93547140,83606671,899160,205169,210733,2393086,2265341,8
43367367,16875539,16324129,960044099,907668343,9466420,4507391,4371232,190837473,208285266,450120,79287,79592,1008743,1549135,6160458,3860234,3711380,95898762,85843776,717376,230171,236371,2591875,2220343,8
33941542,15432140,15529603,874080618,960351073,9002039,4639510,4763474,201441304,234038581,446525,89754,88791,1205874,1465903,4303478,1630816,1965770,88313769,102205724,795187,160574,142885,2039075,1873804,8
43571958,16029663,16529701,926657173,942779774,13689862,4921198,5148484,267339162,184173552,670865,129007,131441,1460812,1896026,4402793,2814747,3238891,87373519,98885166,380390,185630,167156,1747308,2356463,8
43654781,15801839,15579604,897128191,916389541,12520614,4857309,4853420,202915135,267288143,440483,90995,91066,1374812,834611,4002259,3204437,2823320,83014719,114097785,768992,164296,162028,1760120,1685822,8
48028370,16155742,15666883,966544278,929495029,11371428,4438202,4387033,204852490,183714156,710549,116028,111538,1536826,1814596,6100123,2278151,2690005,86979840,91080567,398633,110333,113443,1240728,1090845,8
45879577,15476757,15503094,900313329,947709970,12796996,4502618,4554517,194003796,213641222,647564,106595,104746,1173226,1864689,5308017,2624735,2388528,82257580,94562591,760790,209422,165873,2370863,2442773,8
43296896,15657502,15894597,974693755,891864382,9621455,4283896,4286147,212483163,194163588,501955,88668,88528,951853,1526846,4161584,1615332,1888203,105873664,76712659,796914,154833,154984,1856009,1780391,8
47796090,16408360,16047283,939642370,923974250,11681944,4347948,4438416,218525877,226047930,646982,129541,123360,1279215,1971559,5968632,2627398,3056289,97137981,84495422,469386,154768,157575,1904662,938316,8
42544797,16362748,16661767,912273884,955557757,12476876,3753583,4023088,202931857,211534482,654698,137062,132758,2059385,1581909,4302258,1599740,2028878,109541511,92925987,475378,94089,96177,1211998,958633,8
47898539,16526424,15869986,948790650,895731693,12484429,4230415,4396307,214124845,218289356,722934,139311,139301,2237217,1607695,5250933,2364626,2665261,99839439,87411911,664955,126403,125011,1441531,2141093,8
41574704,16744571,16550637,962156177,867699408,10809508,4313000,4215148,222343664,191970689,636482,133056,125890,1493298,1897515,6245692,2290130,1872558,81055545,98302588,520108,157596,169474,1349821,1902039,8
39705921,14204376,13442783,901585420,782577368,13867243,5886781,5893133,323205945,284691006,546108,95810,96168,1456623,1154972,5016446,2333001,1994446,94120063,100841574,809416,149455,149818,1594770,1777775,8
39175807,15229916,15491028,923855971,969895797,12480261,4278231,4636064,190411643,218136239,556660,137472,136278,1794134,1965088,5806793,1753157,1923287,117002900,82140271,492193,156866,156949,1631881,1802315,8
42955810,16859933,16661434,958193092,958056443,10957239,4072311,4148213,166878396,199789852,615631,129516,127589,2188053,1613394,6936770,3558018,3859396,88137247,87024827,687796,145995,154568,1816933,1430262,8
42026034,16671363,16465120,929354297,939578925,11537866,4599417,4767727,190587627,193302432,468777,83050,84810,1344782,1454926,5213839,2039229,2259171,95343018,79286875,808005,154447,154406,1958469,1892043,8
39678606,14809010,14466296,913050097,982541520,10742784,4174750,4193922,182239961,197677428,682670,122634,134097,1430320,2125753,7288951,2142819,2183988,98736435,89764997,769233,159760,160915,1936180,1785394,8
38858825,15881003,15712466,939691437,937157811,9572006,4490390,4591844,188879907,189969118,689664,128625,120022,1922433,1375418,5395219,1831603,1872043,101909621,76600709,904601,224494,226109,2627215,2369948,8
40598711,15964196,15885845,941436738,922969656,8716677,4196606,4102273,158884649,212211346,741536,143138,135676,1941441,2184027,5194760,3226151,3368631,86889029,92499087,475964,98604,102048,1320961,1099209,8
49693677,17215788,16764663,963960927,972412789,10124680,3930116,4167931,169044050,208020590,612654,130826,129551,1838990,1487832,4993530,2048171,1763556,107913410,89760081,566114,173630,166339,1986330,1499575,8
47241721,17842450,17127575,1006445417,914580169,8677928,4301633,4272206,177414428,189171128,600151,128210,127609,1870208,1371274,5581978,2211657,1763484,72528342,109349778,978389,207282,207641,2540668,2197958,8
37718582,16486676,16694160,884738498,915021019,12287057,5024169,4782254,246233993,244999657,661564,122256,130643,2114430,1503795,3915656,2089425,1854608,94943151,106217521,529519,144256,144493,1636340,1878165,8
38207624,14311249,14593574,938572002,894203256,12612849,5037143,5041242,249610278,211206213,428438,75592,70173,1007684,1286554,6129396,1778609,1650293,106364650,79863831,782368,150440,146952,1799952,1824276,8
48974503,17161363,16602886,910172141,946390296,13653703,5156662,4673010,237447289,221939062,700018,133244,133021,1959464,1301670,3825741,2939876,2806279,79662173,132301138,481499,161562,160199,1536737,2040049,8
36958716,16144115,15822258,903996150,974373820,12650630,4224315,4384866,200466094,211840772,306567,72901,87082,984351,1455207,6425550,3205024,3469852,87223840,90885793,713342,164740,164103,1821836,1908830,8
43840050,16418104,16552458,977534263,977822214,12976746,4106469,4202809,188341637,191876239,664483,129931,120718,1902289,1560723,6048750,3921720,3618996,78090661,108748480,522748,95056,99444,1164579,1034876,8
44341644,16539579,15802666,884223217,935390370,12435840,5257135,5344189,253010140,202827044,636419,147810,148355,1504125,2017745,6343024,3820180,3387669,80087706,101577969,487272,97652,93704,1092110,1196796,8
42261418,16084481,15358040,956553996,937179682,10321726,3890190,3920297,149761031,173388674,664233,124711,123956,2091508,1649090,6556989,2004268,1857182,84832879,92891868,852454,149613,152335,2030612,1824350,8
44095829,16889390,17015999,910939034,965851709,10230948,3858396,3859292,213419354,153444000,689539,143940,142769,2093612,1418252,5216379,1727683,1851732,84458386,92705407,517198,117157,116080,1358749,1072982,8
43129246,15702434,15526263,918930800,950870221,11094989,3738603,3677469,200335622,213217441,745803,151005,138078,1975268,1592391,6091553,3887437,3910489,100382494,81682915,337155,142580,142846,1640142,1851514,8
40482773,15766064,15912195,965306381,935590472,11982485,3474930,3541361,173338296,177572885,522261,103866,101229,2054024,1139636,6636956,4035267,3821259,72408213,111115428,677189,194111,193998,2158601,2175018,8
42253049,15911173,16028327,882219882,922573674,9967126,5398167,5343304,227052667,226736875,473707,99350,101528,1117984,1597624,6692727,3705999,3562717,75035844,114443100,789141,164210,161746,1783675,1858948,8
39830622,15480895,15734509,936995513,951069623,9583287,4628648,4510415,221926129,189058292,529146,99517,100939,1233254,1488045,5829158,3335193,3279838,93561330,88525846,853233,160198,161031,1784998,1983407,8
43820479,16467340,16101165,926952208,937791035,12461109,4916617,4886163,203060720,237334566,768007,129589,129299,1946668,1746291,2927032,1894222,1929599,94184875,98187800,406238,86706,91686,1198167,1001211,8
42560274,15411652,15588201,935775507,950902338,13144833,4189178,4544525,220722491,205759908,719729,139378,135327,1932356,1688223,5630503,3870209,3301641,85429238,99540130,463665,171635,161280,1632847,1853045,8
42683844,15577637,15666253,895586207,900356914,11112183,4165513,4331595,207879330,225730205,729815,138609,137616,1923866,2049534,4722056,2480037,1856345,80302915,96079860,403095,180787,175315,1850561,1672558,8
44646892,16788693,16943232,992348451,925774141,11464404,4522250,4430290,116550580,234137807,603037,134064,133612,2008561,1344961,6590271,3203033,2781492,77906990,107890217,589012,119203,120126,1560888,1183329,8
44344785,16720187,16640848,963113583,876720605,11083241,4115018,4385613,190801560,248479311,728724,153100,156750,1996230,1607652,5690297,2160204,2730434,96803207,87059175,385781,145544,142819,1577297,1874129,8
42726673,16651404,16387792,939852325,997649768,10316772,4090907,4205232,168100118,160125850,694821,122400,122884,1400041,1998242,5898022,2957553,2653991,100309883,87661938,786459,145104,148187,1961210,1532098,8
44161217,16277947,16082700,991540762,913823537,10877274,3963474,3700850,202022571,216629072,760730,126500,124054,1985954,1386010,5557844,1676053,1580838,91658199,88234266,438970,106712,106173,1114248,1297183,8
49650246,16301216,16121956,1015042714,917051534,10612420,3744129,3812305,181675941,154054090,441886,90908,88861,1234043,1716545,4837841,1835589,2029443,102246373,79839812,852751,221975,221795,2371230,2345293,8
44228648,16189543,16197212,950327594,978235284,10793633,4422067,4419186,176065940,230177097,540018,87184,87833,1130269,1783308,5520755,2520261,3001894,87779333,95493587,917223,197924,210962,2411561,2248909,8
44630176,15725895,15251236,977078005,924815658,12048525,4338471,4274525,190798877,212112466,698888,134541,139243,1763449,2008018,4700705,2424475,2168955,76354992,125529090,730861,136759,137351,1751457,1765241,8
43118599,17666673,17636570,970136927,945774280,12364067,4539767,4575292,195494814,198566619,674682,143799,144303,1817222,1850035,4491223,2136057,1861147,89699370,113518004,453204,164330,135043,1666327,1778086,8
41752593,16309271,15988227,922253506,946192382,10700967,4390135,4387723,222239992,232453246,531952,89100,96616,1031229,1779012,5800891,1617244,1573595,93909281,97244641,645496,214423,215031,2436758,2389814,8
44210789,16434084,16241907,1020116973,892487245,10265432,3798021,3681457,188390132,202697091,620184,134543,140174,1526380,2181733,5823907,3327518,2870396,77946494,102780798,513240,105449,104043,1089332,1182773,8
39275693,15209342,15303677,937238270,951448190,10004354,4081071,4075703,190140715,206880283,686875,140792,140707,1939873,1650034,5164484,1828620,2184052,93034288,86954504,707051,134515,151492,1820337,1524834,8
47929317,16554523,16695686,962046280,943884899,13096541,4726643,4834606,195493585,220176216,639233,139411,142751,1472127,2234623,4837352,1982672,2163121,104008786,87312642,469599,86366,89940,1072958,1211492,8
38826467,15528821,15770649,927273336,965759694,10987378,3943186,4313557,180052350,218866936,658874,135280,134422,1605031,1928363,5606033,3494601,3089344,84010933,101887152,691919,139534,144713,1809192,1499064,8
38564945,14739975,14948056,885479599,931486805,9779548,3684497,3601421,179684156,151506252,643809,132362,132339,1383391,1942575,6388792,3263256,3238078,94240441,80996190,1010630,211339,222046,2693535,2040804,8
46482297,16771874,16788766,953665861,908432623,11271817,4217439,4260672,196555963,230321026,750658,143089,139233,1695727,1992179,5858293,3340407,3768761,101611921,77734098,465620,176363,175420,1478662,2175325,8
43408336,15779589,15345536,977522763,907781527,10151599,4285164,4248693,181145562,176041096,453060,97536,96736,1564036,928528,7332500,3848180,3221285,82879443,110448162,753290,153515,152403,1767022,1902891,8
49142552,17129481,16301045,976239047,942044623,9216173,3719874,3133979,175632081,187394318,666228,129547,127986,1588568,1951072,6522107,3414300,3035457,89618156,94144015,524642,116123,116767,1127152,1211417,8
38010189,14220188,14587316,947403176,960226248,11397035,4222790,3931370,183374140,178475693,451958,89300,97148,1091863,1636703,5891417,3390438,3434637,81462099,102992613,851358,155346,157827,1689732,1841679,8
42416790,17276476,17633688,924606818,975780364,12683487,4431451,4446662,203300428,210581779,667598,127741,127134,1455947,2081875,5776367,2619412,3009081,95366587,80983936,679250,145335,145335,1645625,1931095,8
47587658,16133563,16025597,982115893,910639945,9161016,4045471,4247446,207064189,148345838,506424,84673,84630,1846239,1080585,4199772,1872921,2329243,99661557,89497371,678038,225001,231860,2152416,2542229,8
36162861,11156782,11478200,734581070,686625571,31393961,10241707,10847957,315948125,319616306,18519845,5895365,5809445,157006146,150433247,2335446,646395,591356,11000739,11977946,5224591,1769658,1873761,102672309,85574917,9
29396843,11980824,11782217,741282166,705604190,30789284,14351650,14130394,367157793,374382821,2126553,500718,509924,9074594,9924092,7434414,3200482,2815026,67619313,103832807,307927,50174,49317,831097,1150357,9
26297780,10804447,11755953,669718988,784033982,31835182,12527246,12503337,317564850,331192658,2333163,650280,639928,12586636,10161500,4427877,1544369,1618161,99355236,89913679,277631,56832,52090,1171632,764829,9
38213244,13505484,13688865,748088315,789256281,25370660,10770506,10443540,260441849,317411637,1979359,533296,521462,9834631,9647326,3912428,2375268,2105547,103938355,92111236,421288,81632,75218,1334232,975888,9
31318195,11412279,11412867,719727265,707124399,30311534,12419988,12557339,372227818,278633390,2243695,628608,621291,11457228,10200760,5146736,3205929,3215035,89655312,96085854,348506,54535,51832,1209032,608443,9
33423398,12749517,12651757,730796141,726444110,31543188,11993919,11969773,335089354,296701428,1918327,546295,519767,9264741,9402014,5432588,1928143,1510101,87836641,100639469,271993,59739,57035,877475,1108243,9
37879454,13033021,12962036,723145348,750215281,25418289,10063517,9741060,272860420,283583338,1932607,526884,528728,8228445,9369924,4893169,1346425,1392013,74168060,106677917,487327,76481,73856,1003345,994900,9
36548184,12273963,12158740,737172848,698532656,28650795,11581458,11595953,277084954,273682736,4245232,1899345,1898543,36808260,91226733,513986,148754,150111,3046330,2814164,5782655,1745809,1794293,101380210,79458198,9
29617458,11854799,11666813,731128454,739972329,28483958,11225356,11272766,322040562,336809220,2137522,596848,588539,11120596,10436247,4068099,2399255,2036242,79776437,112149680,304992,56645,56516,1412057,803158,9
29972586,12367038,12505092,688774864,808647414,26782757,11308459,11132150,280616790,311772682,1891847,538879,538376,9573131,7285168,6265662,2964279,3249516,81254186,95837698,365209,51718,51707,1176476,894623,9
30835221,11626293,11917188,651413234,749122862,28454778,11079891,10555817,293348867,337237610,2323426,554338,562345,10215947,11372923,5592380,3660325,3676505,102259046,84579519,355146,64180,64080,663664,1162101,9
